,s,survival F
597,598.5,0.0004346321988222268
598,599.5,0.00043303661618732114
599,600.5,0.00043144637528436114
600,601.5,0.0004298614493792874
601,602.5,0.0004282818119160092
602,603.5,0.00042670743651496146
603,604.5,0.000425138296971439
604,605.5,0.0004235743672543757
605,606.5,0.0004220156215047899
606,607.5,0.0004204620340345633
607,608.5,0.00041891357932466455
608,609.5,0.0004173702320240391
609,610.5,0.00041583196694827684
610,611.5,0.0004142987590779468
611,612.5,0.0004127705835575979
612,613.5,0.00041124741569409373
613,614.5,0.0004097292309556133
614,615.5,0.0004082160049700967
615,616.5,0.0004067077135240238
616,617.5,0.0004052043325610821
617,618.5,0.00040370583818105654
618,619.5,0.00040221220663838597
619,620.5,0.0004007234143410532
620,621.5,0.0003992394378490305
621,622.5,0.0003977602538736136
622,623.5,0.0003962858392756452
623,624.5,0.000394816171064738
624,625.5,0.00039335122639783116
625,626.5,0.0003918909825780803
626,627.5,0.00039043541705363616
627,628.5,0.00038898450741664536
628,629.5,0.00038753823140202925
629,630.5,0.00038609656688615157
630,631.5,0.00038465949188615234
631,632.5,0.0003832269845582825
632,633.5,0.0003817990231972379
633,634.5,0.0003803755862348268
634,635.5,0.0003789566522390819
635,636.5,0.00037754219991292803
636,637.5,0.00037613220809329384
637,638.5,0.00037472665575000175
638,639.5,0.00037332552198487967
639,640.5,0.0003719287860305398
640,641.5,0.0003705364272493794
641,642.5,0.00036914842513269264
642,643.5,0.0003677647592995603
643,644.5,0.00036638540949585074
644,645.5,0.0003650103555932205
645,646.5,0.0003636395775882262
646,647.5,0.0003622730556014364
647,648.5,0.0003609107698762104
648,649.5,0.0003595527007779209
649,650.5,0.00035819882879306597
650,651.5,0.0003568491345281588
651,652.5,0.0003555035987088395
652,653.5,0.00035416220217932004
653,654.5,0.00035282492590094083
654,655.5,0.0003514917509516158
655,656.5,0.00035016265852472195
656,657.5,0.0003488376299285445
657,658.5,0.00034751664658505543
658,659.5,0.00034619969002924744
659,660.5,0.00034488674190824575
660,661.5,0.00034357778398041994
661,662.5,0.00034227279811449574
662,663.5,0.0003409717662888889
663,664.5,0.00033967467059081713
664,665.5,0.00033838149321530064
665,666.5,0.0003370922164644963
666,667.5,0.0003358068227470312
667,668.5,0.00033452529457700386
668,669.5,0.0003332476145732066
669,670.5,0.0003319737654584598
670,671.5,0.0003307037300586124
671,672.5,0.0003294374913022091
672,673.5,0.0003281750322191579
673,674.5,0.00032691633594039704
674,675.5,0.000325661385697118
675,676.5,0.0003244101648196551
676,677.5,0.00032316265673726363
677,678.5,0.0003219188449771204
678,679.5,0.0003206787131634359
679,680.5,0.0003194422450170098
680,681.5,0.00031820942435456523
681,682.5,0.0003169802350877493
682,683.5,0.00031575466122280016
683,684.5,0.0003145326868594367
684,685.5,0.00031331429619052553
685,686.5,0.0003120994735011928
686,687.5,0.00031088820316838017
687,688.5,0.00030968046965995644
688,689.5,0.0003084762575340516
689,690.5,0.0003072755514385017
690,691.5,0.00030607833611029367
691,692.5,0.00030488459637478815
692,693.5,0.00030369431714494244
693,694.5,0.00030250748342097733
694,695.5,0.000301324080289489
695,696.5,0.00030014409292311583
696,697.5,0.0002989675065795394
697,698.5,0.00029779430660126227
698,699.5,0.00029662447841471984
699,700.5,0.0002954580075297253
700,701.5,0.00029429487953913647
701,702.5,0.0002931350801178567
702,703.5,0.0002919785950226128
703,704.5,0.00029082541009106677
704,705.5,0.0002896755112413718
705,706.5,0.0002885288844718392
706,707.5,0.0002873855158598282
707,708.5,0.0002862453915617458
708,709.5,0.00028510849781226977
709,710.5,0.0002839748209235715
710,711.5,0.0002828443472850939
711,712.5,0.00028171706336288516
712,713.5,0.00028059295569904386
713,714.5,0.0002794720109111637
714,715.5,0.00027835421569188945
715,716.5,0.0002772395568084729
716,717.5,0.0002761280211018846
717,718.5,0.000275019595486814
718,719.5,0.00027391426695067
719,720.5,0.0002728120225532482
720,721.5,0.00027171284942650864
721,722.5,0.00027061673477368764
722,723.5,0.0002695236658689648
723,724.5,0.0002684336300570189
724,725.5,0.0002673466147524728
725,726.5,0.00026626260743922714
726,727.5,0.0002651815956704606
727,728.5,0.00026410356706774163
728,729.5,0.0002630285093206952
729,730.5,0.000261956410186559
730,731.5,0.00026088725748962815
731,732.5,0.0002598210391208111
732,733.5,0.00025875774303740773
733,734.5,0.000257697357262332
734,735.5,0.0002566398698838901
735,736.5,0.00025558526905511414
736,737.5,0.00025453354299354025
737,738.5,0.0002534846799807644
738,739.5,0.0002524386683617763
739,740.5,0.0002513954965448484
740,741.5,0.0002503551530007586
741,742.5,0.0002493176262627905
742,743.5,0.00024828290492584504
743,744.5,0.0002472509776463294
744,745.5,0.0002462218331418242
745,746.5,0.00024519546019030614
746,747.5,0.000244171847630148
747,748.5,0.00024315098435934157
748,749.5,0.00024213285933538664
749,750.5,0.00024111746157484681
750,751.5,0.00024010478015279446
751,752.5,0.00023909480420247764
752,753.5,0.00023808752291509805
753,754.5,0.00023708292553936694
754,755.5,0.00023608100138083898
755,756.5,0.00023508173980191227
756,757.5,0.00023408513022138422
757,758.5,0.00023309116211378544
758,759.5,0.00023209982500937976
759,760.5,0.00023111110849360905
760,761.5,0.00023012500220676024
761,762.5,0.00022914149584352117
762,763.5,0.00022816057915286958
763,764.5,0.000227182241937407
764,765.5,0.00022620647405324767
765,766.5,0.00022523326540957456
766,767.5,0.00022426260596819514
767,768.5,0.0002232944857435415
768,769.5,0.00022232889480178208
769,770.5,0.0002213658232609328
770,771.5,0.00022040526129052385
771,772.5,0.00021944719911082267
772,773.5,0.0002184916269930559
773,774.5,0.00021753853525863232
774,775.5,0.0002165879142791427
775,776.5,0.00021563975447591588
776,777.5,0.00021469404631957456
777,778.5,0.00021375078032992434
778,779.5,0.0002128099470755096
779,780.5,0.00021187153717339147
780,781.5,0.0002109355412885927
781,782.5,0.00021000195013420875
782,783.5,0.00020907075447074153
783,784.5,0.0002081419451059885
784,785.5,0.00020721551289470952
785,786.5,0.00020629144873818284
786,787.5,0.000205369743584094
787,788.5,0.00020445038842609176
788,789.5,0.00020353337430367713
789,790.5,0.00020261869230175922
790,791.5,0.0002017063335503222
791,792.5,0.00020079628922442527
792,793.5,0.00019988855054364763
793,794.5,0.0001989831087718663
794,795.5,0.00019807995521703425
795,796.5,0.00019717908123084715
796,797.5,0.00019628047820852146
797,798.5,0.0001953841375884613
798,799.5,0.0001944900508519254
799,800.5,0.0001935982095230271
800,801.5,0.00019270860516817923
801,802.5,0.00019182122939598312
802,803.5,0.00019093607385689548
803,804.5,0.0001900531302430064
804,805.5,0.00018917239028770627
805,806.5,0.00018829384576557473
806,807.5,0.00018741748849204765
807,808.5,0.00018654331032308402
808,809.5,0.00018567130315505498
809,810.5,0.0001848014589244107
810,811.5,0.00018393376960745833
811,812.5,0.00018306822722014005
812,813.5,0.00018220482381769987
813,814.5,0.00018134355149446169
814,815.5,0.0001804844023837182
815,816.5,0.0001796273686572869
816,817.5,0.00017877244252562097
817,818.5,0.00017791961623703223
818,819.5,0.00017706888207802418
819,820.5,0.00017622023237262585
820,821.5,0.0001753736594823918
821,822.5,0.00017452915580618011
822,823.5,0.00017368671377981926
823,824.5,0.0001728463258758861
824,825.5,0.0001720079846035949
825,826.5,0.00017117168250846415
826,827.5,0.00017033741217220566
827,828.5,0.00016950516621239142
828,829.5,0.0001686749372822316
829,830.5,0.00016784671807046347
830,831.5,0.00016702050130112944
831,832.5,0.0001661962797332439
832,833.5,0.00016537404616079332
833,834.5,0.00016455379341218102
834,835.5,0.0001637355143504493
835,836.5,0.00016291920187272435
836,837.5,0.00016210484891021615
837,838.5,0.00016129244842788548
838,839.5,0.0001604819934243329
839,840.5,0.0001596734769314656
840,841.5,0.00015886689201460857
841,842.5,0.0001580622317718383
842,843.5,0.000157259489334316
843,844.5,0.0001564586578656213
844,845.5,0.00015565973056186344
845,846.5,0.0001548627006513481
846,847.5,0.0001540675613943554
847,848.5,0.00015327430608325088
848,849.5,0.00015248292804170838
849,850.5,0.00015169342062526514
850,851.5,0.00015090577722043363
851,852.5,0.0001501199912450346
852,853.5,0.00014933605614775303
853,854.5,0.000148553965408027
854,855.5,0.00014777371253582583
855,856.5,0.00014699529107153886
856,857.5,0.00014621869458575354
857,858.5,0.00014544391667914436
858,859.5,0.00014467095098213978
859,860.5,0.00014389979115503326
860,861.5,0.00014313043088742816
861,862.5,0.00014236286389834873
862,863.5,0.0001415970839360181
863,864.5,0.00014083308477763623
864,865.5,0.00014007086022915782
865,866.5,0.0001393104041254034
866,867.5,0.0001385517103295042
867,868.5,0.0001377947727330131
868,869.5,0.00013703958525568272
869,870.5,0.00013628614184524324
870,871.5,0.00013553443647718044
871,872.5,0.0001347844631548467
872,873.5,0.00013403621590901693
873,874.5,0.0001332896887978885
874,875.5,0.00013254487590685926
875,876.5,0.00013180177134841653
876,877.5,0.00013106036926180398
877,878.5,0.0001303206638132437
878,879.5,0.0001295826491953811
879,880.5,0.0001288463196273959
880,881.5,0.00012811166935478013
881,882.5,0.00012737869264911605
882,883.5,0.00012664738380807616
883,884.5,0.00012591773715509014
884,885.5,0.00012518974703934482
885,886.5,0.0001244634078355622
